Indicador ID,Indicador Nombre,Período,Mes,Ministerio ID,Ministerio Nombre,Línea ID,Línea Título,Valor,Unidad,Meta,Fuente,Responsable Nombre,Responsable Email,Observaciones,Estado,Publicado,Creado En,Actualizado En
CANTIDADDEENCUENTROS,Cantidad de encuentros formales entre actores relevantes para trabajar en la modificacion del registro de deudores alimentarios,2024,MAR,JUS,Justicia,CTRABAJARENLAMODIFIC,C) Trabajar en la modificación de la Ley N° 269 que crea en el ámbito de la Ciudad Autónoma de Buenos Aires el Registro de Deudores/as Alimentarios/as Morosos/as.,0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.601Z,2025-09-12T14:56:13.601Z
CANTIDADDEENCUENTROS,Cantidad de encuentros formales entre actores relevantes para trabajar en la modificacion del registro de deudores alimentarios,2024,ABR,JUS,Justicia,CTRABAJARENLAMODIFIC,C) Trabajar en la modificación de la Ley N° 269 que crea en el ámbito de la Ciudad Autónoma de Buenos Aires el Registro de Deudores/as Alimentarios/as Morosos/as.,1,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.601Z,2025-09-12T14:56:13.601Z
CANTIDADDEENCUENTROS,Cantidad de encuentros formales entre actores relevantes para trabajar en la modificacion del registro de deudores alimentarios,2024,MAY,JUS,Justicia,CTRABAJARENLAMODIFIC,C) Trabajar en la modificación de la Ley N° 269 que crea en el ámbito de la Ciudad Autónoma de Buenos Aires el Registro de Deudores/as Alimentarios/as Morosos/as.,0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.601Z,2025-09-12T14:56:13.601Z
CANTIDADDEENCUENTROS,Cantidad de encuentros formales entre actores relevantes para trabajar en la modificacion del registro de deudores alimentarios,2024,JUN,JUS,Justicia,CTRABAJARENLAMODIFIC,C) Trabajar en la modificación de la Ley N° 269 que crea en el ámbito de la Ciudad Autónoma de Buenos Aires el Registro de Deudores/as Alimentarios/as Morosos/as.,1,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.601Z,2025-09-12T14:56:13.601Z
CANTIDADDEENCUENTROS,Cantidad de encuentros formales entre actores relevantes para trabajar en la modificacion del registro de deudores alimentarios,2024,JUL,JUS,Justicia,CTRABAJARENLAMODIFIC,C) Trabajar en la modificación de la Ley N° 269 que crea en el ámbito de la Ciudad Autónoma de Buenos Aires el Registro de Deudores/as Alimentarios/as Morosos/as.,2,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.601Z,2025-09-12T14:56:13.601Z
CANTIDADDEENCUENTROS,Cantidad de encuentros formales entre actores relevantes para trabajar en la modificacion del registro de deudores alimentarios,2024,AGO,JUS,Justicia,CTRABAJARENLAMODIFIC,C) Trabajar en la modificación de la Ley N° 269 que crea en el ámbito de la Ciudad Autónoma de Buenos Aires el Registro de Deudores/as Alimentarios/as Morosos/as.,0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.601Z,2025-09-12T14:56:13.601Z
CANTIDADDEENCUENTROS,Cantidad de encuentros formales entre actores relevantes para trabajar en la modificacion del registro de deudores alimentarios,2024,SEP,JUS,Justicia,CTRABAJARENLAMODIFIC,C) Trabajar en la modificación de la Ley N° 269 que crea en el ámbito de la Ciudad Autónoma de Buenos Aires el Registro de Deudores/as Alimentarios/as Morosos/as.,1,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.601Z,2025-09-12T14:56:13.601Z
CANTIDADDEENCUENTROS,Cantidad de encuentros formales entre actores relevantes para trabajar en la modificacion del registro de deudores alimentarios,2024,OCT,JUS,Justicia,CTRABAJARENLAMODIFIC,C) Trabajar en la modificación de la Ley N° 269 que crea en el ámbito de la Ciudad Autónoma de Buenos Aires el Registro de Deudores/as Alimentarios/as Morosos/as.,0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.601Z,2025-09-12T14:56:13.601Z
CANTIDADDEENCUENTROS,Cantidad de encuentros formales entre actores relevantes para trabajar en la modificacion del registro de deudores alimentarios,2024,NOV,JUS,Justicia,CTRABAJARENLAMODIFIC,C) Trabajar en la modificación de la Ley N° 269 que crea en el ámbito de la Ciudad Autónoma de Buenos Aires el Registro de Deudores/as Alimentarios/as Morosos/as.,2,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.601Z,2025-09-12T14:56:13.601Z
CANTIDADDEENCUENTROS,Cantidad de encuentros virtuales/presenciales con otras juridicciones para difundir el indice de paridad politica,2024,ENE,JUS,Justicia,DDIFUNDIRELNDICEDEPA,"D) Difundir el Índice de Paridad Política, las recomendaciones para su implementación y el asesoramiento para su desarrollo en otras jurisdicciones como iniciativa para el impulso de la autonomía de las mujeres en la toma de decisiones.",9,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.601Z,2025-09-12T14:56:13.601Z
CANTIDADDEENCUENTROS,Cantidad de encuentros virtuales/presenciales con otras juridicciones para difundir el indice de paridad politica,2024,FEB,JUS,Justicia,DDIFUNDIRELNDICEDEPA,"D) Difundir el Índice de Paridad Política, las recomendaciones para su implementación y el asesoramiento para su desarrollo en otras jurisdicciones como iniciativa para el impulso de la autonomía de las mujeres en la toma de decisiones.",0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,No hubo,validado,No,2025-09-12T14:56:13.601Z,2025-09-12T14:56:13.601Z
CANTIDADDEENCUENTROS,Cantidad de encuentros virtuales/presenciales con otras juridicciones para difundir el indice de paridad politica,2024,MAR,JUS,Justicia,DDIFUNDIRELNDICEDEPA,"D) Difundir el Índice de Paridad Política, las recomendaciones para su implementación y el asesoramiento para su desarrollo en otras jurisdicciones como iniciativa para el impulso de la autonomía de las mujeres en la toma de decisiones.",19,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.601Z,2025-09-12T14:56:13.601Z
CANTIDADDEENCUENTROS,Cantidad de encuentros virtuales/presenciales con otras juridicciones para difundir el indice de paridad politica,2024,ABR,JUS,Justicia,DDIFUNDIRELNDICEDEPA,"D) Difundir el Índice de Paridad Política, las recomendaciones para su implementación y el asesoramiento para su desarrollo en otras jurisdicciones como iniciativa para el impulso de la autonomía de las mujeres en la toma de decisiones.",0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,No hubo,validado,No,2025-09-12T14:56:13.601Z,2025-09-12T14:56:13.601Z
CANTIDADDEENCUENTROS,Cantidad de encuentros virtuales/presenciales con otras juridicciones para difundir el indice de paridad politica,2024,MAY,JUS,Justicia,DDIFUNDIRELNDICEDEPA,"D) Difundir el Índice de Paridad Política, las recomendaciones para su implementación y el asesoramiento para su desarrollo en otras jurisdicciones como iniciativa para el impulso de la autonomía de las mujeres en la toma de decisiones.",3,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.601Z,2025-09-12T14:56:13.601Z
CANTIDADDEENCUENTROS,Cantidad de encuentros virtuales/presenciales con otras juridicciones para difundir el indice de paridad politica,2024,JUN,JUS,Justicia,DDIFUNDIRELNDICEDEPA,"D) Difundir el Índice de Paridad Política, las recomendaciones para su implementación y el asesoramiento para su desarrollo en otras jurisdicciones como iniciativa para el impulso de la autonomía de las mujeres en la toma de decisiones.",0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,No hubo,validado,No,2025-09-12T14:56:13.601Z,2025-09-12T14:56:13.601Z
CANTIDADDEENCUENTROS,Cantidad de encuentros virtuales/presenciales con otras juridicciones para difundir el indice de paridad politica,2024,JUL,JUS,Justicia,DDIFUNDIRELNDICEDEPA,"D) Difundir el Índice de Paridad Política, las recomendaciones para su implementación y el asesoramiento para su desarrollo en otras jurisdicciones como iniciativa para el impulso de la autonomía de las mujeres en la toma de decisiones.",0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,No hubo,validado,No,2025-09-12T14:56:13.601Z,2025-09-12T14:56:13.601Z
CANTIDADDEENCUENTROS,Cantidad de encuentros virtuales/presenciales con otras juridicciones para difundir el indice de paridad politica,2024,AGO,JUS,Justicia,DDIFUNDIRELNDICEDEPA,"D) Difundir el Índice de Paridad Política, las recomendaciones para su implementación y el asesoramiento para su desarrollo en otras jurisdicciones como iniciativa para el impulso de la autonomía de las mujeres en la toma de decisiones.",19,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.601Z,2025-09-12T14:56:13.601Z
CANTIDADDEENCUENTROS,Cantidad de encuentros virtuales/presenciales con otras juridicciones para difundir el indice de paridad politica,2024,SEP,JUS,Justicia,DDIFUNDIRELNDICEDEPA,"D) Difundir el Índice de Paridad Política, las recomendaciones para su implementación y el asesoramiento para su desarrollo en otras jurisdicciones como iniciativa para el impulso de la autonomía de las mujeres en la toma de decisiones.",0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,No hubo,validado,No,2025-09-12T14:56:13.601Z,2025-09-12T14:56:13.601Z
CANTIDADDEENCUENTROS,Cantidad de encuentros virtuales/presenciales con otras juridicciones para difundir el indice de paridad politica,2024,OCT,JUS,Justicia,DDIFUNDIRELNDICEDEPA,"D) Difundir el Índice de Paridad Política, las recomendaciones para su implementación y el asesoramiento para su desarrollo en otras jurisdicciones como iniciativa para el impulso de la autonomía de las mujeres en la toma de decisiones.",0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,No hubo,validado,No,2025-09-12T14:56:13.601Z,2025-09-12T14:56:13.601Z
ACCIONESDESARROLLADA,Acciones desarrolladas en articulacion con la DG de Autonomia Economica de la Mujer para desarrollar la Expo EMpleo Barrial Edicion Mujer,2024,ENE,JUS,Justicia,EARTICULARCONLADIREC,"E) Articular con la Dirección General de Autonomía Económica de la Mujer, dependiente de la Subsecretaría de la Mujer, el desarrollo de las Expo Empleo Barrial Edición Mujer.",0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,No hubo,validado,No,2025-09-12T14:56:13.601Z,2025-09-12T14:56:13.601Z
ACCIONESDESARROLLADA,Acciones desarrolladas en articulacion con la DG de Autonomia Economica de la Mujer para desarrollar la Expo EMpleo Barrial Edicion Mujer,2024,FEB,JUS,Justicia,EARTICULARCONLADIREC,"E) Articular con la Dirección General de Autonomía Económica de la Mujer, dependiente de la Subsecretaría de la Mujer, el desarrollo de las Expo Empleo Barrial Edición Mujer.",0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,No hubo,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
ACCIONESDESARROLLADA,Acciones desarrolladas en articulacion con la DG de Autonomia Economica de la Mujer para desarrollar la Expo EMpleo Barrial Edicion Mujer,2024,MAR,JUS,Justicia,EARTICULARCONLADIREC,"E) Articular con la Dirección General de Autonomía Económica de la Mujer, dependiente de la Subsecretaría de la Mujer, el desarrollo de las Expo Empleo Barrial Edición Mujer.",0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,Intercambio de maills para elaboración conjunta del "Acta de Compromiso de Colaboración" entre Mtrio Justicia CABA y la Municipalidad de Vicente Lopez.,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
ACCIONESDESARROLLADA,Acciones desarrolladas en articulacion con la DG de Autonomia Economica de la Mujer para desarrollar la Expo EMpleo Barrial Edicion Mujer,2024,ABR,JUS,Justicia,EARTICULARCONLADIREC,"E) Articular con la Dirección General de Autonomía Económica de la Mujer, dependiente de la Subsecretaría de la Mujer, el desarrollo de las Expo Empleo Barrial Edición Mujer.",0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,Intercambio de maills para elaboración conjunta del "Acta de Compromiso de Colaboración" entre Mtrio Justicia CABA y la Municipalidad de Vicente Lopez.,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
ACCIONESDESARROLLADA,Acciones desarrolladas en articulacion con la DG de Autonomia Economica de la Mujer para desarrollar la Expo EMpleo Barrial Edicion Mujer,2024,MAY,JUS,Justicia,EARTICULARCONLADIREC,"E) Articular con la Dirección General de Autonomía Económica de la Mujer, dependiente de la Subsecretaría de la Mujer, el desarrollo de las Expo Empleo Barrial Edición Mujer.",0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,No hubo,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
ACCIONESDESARROLLADA,Acciones desarrolladas en articulacion con la DG de Autonomia Economica de la Mujer para desarrollar la Expo EMpleo Barrial Edicion Mujer,2024,JUN,JUS,Justicia,EARTICULARCONLADIREC,"E) Articular con la Dirección General de Autonomía Económica de la Mujer, dependiente de la Subsecretaría de la Mujer, el desarrollo de las Expo Empleo Barrial Edición Mujer.",0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,No hubo,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
ACCIONESDESARROLLADA,Acciones desarrolladas en articulacion con la DG de Autonomia Economica de la Mujer para desarrollar la Expo EMpleo Barrial Edicion Mujer,2024,JUL,JUS,Justicia,EARTICULARCONLADIREC,"E) Articular con la Dirección General de Autonomía Económica de la Mujer, dependiente de la Subsecretaría de la Mujer, el desarrollo de las Expo Empleo Barrial Edición Mujer.",0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,No hubo,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
ACCIONESDESARROLLADA,Acciones desarrolladas en articulacion con la DG de Autonomia Economica de la Mujer para desarrollar la Expo EMpleo Barrial Edicion Mujer,2024,AGO,JUS,Justicia,EARTICULARCONLADIREC,"E) Articular con la Dirección General de Autonomía Económica de la Mujer, dependiente de la Subsecretaría de la Mujer, el desarrollo de las Expo Empleo Barrial Edición Mujer.",0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,No hubo,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
ACCIONESDESARROLLADA,Acciones desarrolladas en articulacion con la DG de Autonomia Economica de la Mujer para desarrollar la Expo EMpleo Barrial Edicion Mujer,2024,SEP,JUS,Justicia,EARTICULARCONLADIREC,"E) Articular con la Dirección General de Autonomía Económica de la Mujer, dependiente de la Subsecretaría de la Mujer, el desarrollo de las Expo Empleo Barrial Edición Mujer.",0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,No hubo,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
ACCIONESDESARROLLADA,Acciones desarrolladas en articulacion con la DG de Autonomia Economica de la Mujer para desarrollar la Expo EMpleo Barrial Edicion Mujer,2024,OCT,JUS,Justicia,EARTICULARCONLADIREC,"E) Articular con la Dirección General de Autonomía Económica de la Mujer, dependiente de la Subsecretaría de la Mujer, el desarrollo de las Expo Empleo Barrial Edición Mujer.",1,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
ACCIONESDESARROLLADA,Acciones desarrolladas en articulacion con la DG de Autonomia Economica de la Mujer para desarrollar la Expo EMpleo Barrial Edicion Mujer,2024,NOV,JUS,Justicia,EARTICULARCONLADIREC,"E) Articular con la Dirección General de Autonomía Económica de la Mujer, dependiente de la Subsecretaría de la Mujer, el desarrollo de las Expo Empleo Barrial Edición Mujer.",0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,Mentoreo en el marco de "Mujeres en Carrera",validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
CANTIDADDEPERSONASAS,Cantidad de personas asesoradas por mes: Total de personas en situación de violencia por razones de género en el ámbito laboral que reciben asesoramiento por parte de la Secretaría de Trabajo y Empleo.,2024,ENE,JUS,Justicia,FCONTINUARCONELASESO,"F) Continuar con el asesoramiento brindado por la Secretaria de Trabajo y Empleo a personas en situación de violencia por razones de género en el ámbito laboral, a través de las herramientas desplegadas por la Dirección General Relaciones del Trabajo en el marco del Convenio 190 de la Organización Internacional del Trabajo (OIT).",1,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
CANTIDADDEPERSONASAS,Cantidad de personas asesoradas por mes: Total de personas en situación de violencia por razones de género en el ámbito laboral que reciben asesoramiento por parte de la Secretaría de Trabajo y Empleo.,2024,FEB,JUS,Justicia,FCONTINUARCONELASESO,"F) Continuar con el asesoramiento brindado por la Secretaria de Trabajo y Empleo a personas en situación de violencia por razones de género en el ámbito laboral, a través de las herramientas desplegadas por la Dirección General Relaciones del Trabajo en el marco del Convenio 190 de la Organización Internacional del Trabajo (OIT).",2,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
CANTIDADDEPERSONASAS,Cantidad de personas asesoradas por mes: Total de personas en situación de violencia por razones de género en el ámbito laboral que reciben asesoramiento por parte de la Secretaría de Trabajo y Empleo.,2024,MAR,JUS,Justicia,FCONTINUARCONELASESO,"F) Continuar con el asesoramiento brindado por la Secretaria de Trabajo y Empleo a personas en situación de violencia por razones de género en el ámbito laboral, a través de las herramientas desplegadas por la Dirección General Relaciones del Trabajo en el marco del Convenio 190 de la Organización Internacional del Trabajo (OIT).",5,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
